,priogrid
60676,142238
60677,114870
60678,152283
60679,109865
60680,112037
60681,178199
60682,145849
60683,152322
60684,181803
60685,141558
60686,140032
60687,124960
60688,112020
60689,175350
60690,121359
60691,142265
60692,117753
60693,99750
60694,140748
60695,153795
60696,169582
60697,153785
60698,160257
60699,145183
60700,136480
60701,91844
60702,167415
60703,142248
60704,99778
60705,117770
60706,93295
60707,163081
60708,101922
60709,163819
60710,130745
60711,107707
60712,158030
60713,179655
60714,130024
60715,179633
60716,147318
60717,172423
60718,137189
60719,109851
60720,106272
60721,114183
60722,86800
60723,97621
60724,118505
60725,142951
60726,123511
60727,169564
60728,117065
60729,173882
60730,142189
60731,89681
60732,150201
60733,107018
60734,180354
60735,126422
60736,158031
60737,158826
60738,131421
60739,140764
60740,143004
60741,146558
60742,159544
60743,152276
60744,96159
60745,119196
60746,168859
60747,91842
60748,143680
60749,140112
60750,149429
60751,157308
60752,173187
60753,96893
60754,142198
60755,132908
60756,108387
60757,158774
60758,120633
60759,106956
60760,87538
60761,168851
60762,94053
60763,138634
60764,158749
60765,142984
60766,94014
60767,171721
60768,106249
60769,131475
60770,137146
60771,159484
60772,140035
60773,86819
60774,109111
60775,145103
60776,94722
60777,86096
60778,168885
60779,127150
60780,136453
60781,137936
60782,145180
60783,129282
60784,108403
60785,132151
60786,164527
60787,107668
60788,159460
60789,138652
60790,170310
60791,150102
60792,176746
60793,142235
60794,144424
60795,135038
60796,104830
60797,142992
60798,167417
60799,109132
60800,145083
60801,139407
60802,85374
60803,143698
60804,92558
60805,132179
60806,164512
60807,132896
60808,105545
60809,161660
60810,107698
60811,158779
60812,109855
60813,110555
60814,81768
60815,123520
60816,158770
60817,144354
60818,83931
60819,107703
60820,179649
60821,133588
60822,140783
60823,178189
60824,106298
60825,161650
60826,171045
60827,142916
60828,118481
60829,142907
60830,140113
60831,148679
60832,176030
60833,92561
60834,153762
60835,101934
60836,138642
60837,120675
60838,168841
60839,142208
60840,137254
60841,173870
60842,100502
60843,81774
60844,140747
60845,145153
60846,132163
60847,179636
60848,148729
60849,159533
60850,138613
60851,140844
60852,91140
60853,148690
60854,131482
60855,163128
60856,121358
60857,107688
60858,160192
60859,132206
60860,151634
60861,111318
60862,109863
60863,155870
60864,138638
60865,146524
60866,112035
60867,180382
60868,154456
60869,127140
60870,130012
60871,162406
60872,106274
60873,97594
60874,84643
60875,137219
60876,117766
60877,120660
60878,144383
60879,134332
60880,109105
60881,175367
60882,140830
60883,123516
60884,110574
60885,131469
60886,153716
60887,142279
60888,171031
60889,117074
60890,109837
60891,114187
60892,173203
60893,143008
60894,142950
60895,121397
60896,101219
60897,109149
60898,131472
60899,125709
60900,160913
60901,171043
60902,139310
60903,135771
60904,99091
60905,154430
60906,137860
60907,163073
60908,122078
60909,151530
60910,155871
60911,140025
60912,181812
60913,152334
60914,133591
60915,165264
60916,117053
60917,155940
60918,81762
60919,138614
60920,157301
60921,122839
60922,119945
60923,143642
60924,145126
60925,147211
60926,163080
60927,89672
60928,97602
60929,117795
60930,137935
60931,157353
60932,170297
60933,80323
60934,107016
60935,130765
60936,114180
60937,124968
60938,152977
60939,125663
60940,134357
60941,142181
60942,88956
60943,147972
60944,98313
60945,154417
60946,127834
60947,167432
60948,111284
60949,126419
60950,155136
60951,136502
60952,182540
60953,126404
60954,168843
60955,178931
60956,117773
60957,171733
60958,113469
60959,111316
60960,142191
60961,119940
60962,135741
60963,156573
60964,150203
60965,97601
60966,143002
60967,173151
60968,94737
60969,85362
60970,100475
60971,170320
60972,180383
60973,132916
60974,145779
60975,120670
60976,104067
60977,135063
60978,88952
60979,156610
60980,142205
60981,92562
60982,115591
60983,114901
60984,112011
60985,165996
60986,146540
60987,157367
60988,170284
60989,135798
60990,119231
60991,136468
60992,148711
60993,165951
60994,119207
60995,160966
60996,122098
60997,120628
60998,143630
60999,176780
61000,164545
61001,142180
61002,151536
61003,171024
61004,104082
61005,161688
61006,105579
61007,154443
61008,108426
61009,87532
61010,176053
61011,139379
61012,93278
61013,157334
61014,153787
61015,157355
61016,135789
61017,173160
61018,112767
61019,114182
61020,139356
61021,111266
61022,166688
61023,145158
61024,176060
61025,140736
61026,122816
61027,167383
61028,155206
61029,176090
61030,104854
61031,114896
61032,132194
61033,145897
61034,166653
61035,112755
61036,139418
61037,125700
61038,127872
61039,126383
61040,154496
61041,114202
61042,136507
61043,103385
61044,176804
61045,156616
61046,165946
61047,158828
61048,158110
61049,86088
61050,162361
61051,114177
61052,86076
61053,141491
61054,135025
61055,159524
61056,142275
61057,94716
61058,93332
61059,92555
61060,81052
61061,169539
61062,153734
61063,156615
61064,127117
61065,150089
61066,153069
61067,110553
61068,144360
61069,156594
61070,155177
61071,134347
61072,133582
61073,137173
61074,137210
61075,157385
61076,164528
61077,147948
61078,130047
61079,151628
61080,128600
61081,170990
61082,130748
61083,118484
61084,109135
61085,142286
61086,145793
61087,155234
61088,117761
61089,158101
61090,114919
61091,147982
61092,120663
61093,101204
61094,148650
61095,174587
61096,112745
61097,173148
61098,152251
61099,141481
61100,85367
61101,155918
61102,134331
61103,94028
61104,135742
61105,144405
61106,172446
61107,119223
61108,181083
61109,157299
61110,101935
61111,151609
61112,94023
61113,92551
61114,171701
61115,111273
61116,105511
61117,156644
61118,112019
61119,112009
61120,150153
61121,145172
61122,99043
61123,112015
61124,107681
61125,104133
61126,157293
61127,99776
61128,135754
61129,104078
61130,121385
61131,137225
61132,155147
61133,116374
61134,168854
61135,91859
61136,163057
61137,119958
61138,81772
61139,116338
61140,138665
61141,147964
61142,163827
61143,149382
61144,137248
61145,148020
61146,132193
61147,141565
61148,82483
61149,142186
61150,159506
61151,136469
61152,178915
61153,109118
61154,137178
61155,140813
61156,161659
61157,87528
61158,171731
61159,146597
61160,150126
61161,150106
61162,144379
61163,130734
61164,146598
61165,83938
61166,133625
61167,132208
61168,90399
61169,140771
61170,159457
61171,140109
61172,135076
61173,136524
61174,116333
61175,104134
61176,101942
61177,154470
61178,159541
61179,138640
61180,132930
61181,156598
61182,97607
61183,120647
61184,88979
61185,126428
61186,102640
61187,99047
61188,148018
61189,143657
61190,165959
61191,153037
61192,140812
61193,166663
61194,96912
61195,101979
61196,80332
61197,152235
61198,99835
61199,136429
61200,106234
61201,158793
61202,99760
61203,161627
61204,163778
61205,165227
61206,164520
61207,182527
61208,137227
61209,160273
61210,135058
61211,143016
61212,143732
61213,163059
61214,133616
61215,131448
61216,164529
61217,155134
61218,165998
61219,166678
61220,167412
61221,145179
61222,161643
61223,156626
61224,154440
61225,165262
61226,164502
61227,132170
61228,171748
61229,166729
61230,157324
61231,162331
61232,170272
61233,163092
61234,156639
61235,161661
61236,152342
61237,150173
61238,157302
61239,155205
61240,160949
61241,150154
61242,160955
61243,160260
61244,141568
61245,165247
61246,153009
61247,164569
61248,129989
61249,139412
61250,156635
61251,156568
61252,149482
61253,163074
61254,159519
61255,134310
61256,161610
61257,151615
61258,165995
61259,159482
61260,162398
61261,157291
61262,162372
61263,168128
61264,158833
61265,158788
61266,172432
61267,159505
61268,168094
61269,144450
61270,168095
61271,129286
61272,156652
61273,164524
61274,154472
61275,182536
61276,165985
61277,163054
61278,155203
61279,162371
61280,157373
61281,153038
61282,157304
61283,151616
61284,172445
61285,159497
61286,150880
61287,159508
61288,160176
61289,161680
61290,156621
61291,162345
61292,152309
61293,158800
61294,165950
61295,161623
61296,139391
61297,178209
61298,173928
61299,165942
61300,176042
61301,163801
61302,155850
61303,158085
61304,172434
61305,158050
61306,164491
61307,159525
61308,158113
61309,162392
61310,160906
61311,163823
61312,158019
61313,152330
61314,158732
61315,167408
61316,156671
61317,160252
61318,162329
61319,130725
61320,159511
61321,168107
61322,127126
61323,157378
61324,103344
61325,155932
61326,160928
61327,154489
61328,164506
61329,166698
61330,173190
61331,165275
61332,180357
61333,168850
61334,127823
61335,137252
61336,98341
61337,98314
61338,163787
61339,133609
61340,99817
61341,161687
61342,117748
61343,99782
61344,88976
61345,128559
61346,122110
61347,134374
61348,133633
61349,144381
61350,165967
61351,91854
61352,138586
61353,123551
61354,148006
61355,122815
61356,178218
61357,141547
61358,142910
61359,129275
61360,178938
61361,176752
61362,157349
61363,112034
61364,130005
61365,145078
61366,139378
61367,144442
61368,141496
61369,136456
61370,114911
61371,154482
61372,170989
61373,106244
61374,130709
61375,106993
61376,158799
61377,124272
61378,149427
61379,140740
61380,94715
61381,111310
61382,153763
61383,140778
61384,102658
61385,167390
61386,127833
61387,102694
61388,114162
61389,176036
61390,170274
61391,176070
61392,88253
61393,168814
61394,165999
61395,153724
61396,163807
61397,132880
61398,122823
61399,176029
61400,160938
61401,148010
61402,104790
61403,86100
61404,101218
61405,135084
61406,171717
61407,155886
61408,180370
61409,150135
61410,114883
61411,150890
61412,126386
61413,122111
61414,164546
61415,113478
61416,163796
61417,146500
61418,133639
61419,152299
61420,80320
61421,103414
61422,125674
61423,143020
61424,105513
61425,124950
61426,132149
61427,170322
61428,94021
61429,104827
61430,96166
61431,132892
61432,140116
61433,131449
61434,130020
61435,171756
61436,88259
61437,168134
61438,160889
61439,92554
61440,83935
61441,144388
61442,148683
61443,92559
61444,168108
61445,148031
61446,150902
61447,119235
61448,148731
61449,93996
61450,158062
61451,124944
61452,153780
61453,111990
61454,178923
61455,173180
61456,171019
61457,148761
61458,135030
61459,147226
61460,106230
61461,156636
61462,171719
61463,103384
61464,118468
61465,168890
61466,160896
61467,140121
61468,171042
61469,178933
61470,173885
61471,150138
61472,176063
61473,150176
61474,136516
61475,96880
61476,94005
61477,150182
61478,112049
61479,108430
61480,101216
61481,98332
61482,134313
61483,105541
61484,123523
61485,133614
61486,173897
61487,148647
61488,145895
61489,136455
61490,92612
61491,140072
61492,105518
61493,176048
61494,155145
61495,158044
61496,134324
61497,100484
61498,101214
61499,160223
61500,94771
61501,163070
61502,145885
61503,88236
61504,167387
61505,152296
61506,112733
61507,167409
61508,155146
61509,149402
61510,120626
61511,103387
61512,120645
61513,101197
61514,94727
61515,138654
61516,160925
61517,103354
61518,133615
61519,148747
61520,145080
61521,111313
61522,138658
61523,144334
61524,155200
61525,108404
61526,138696
61527,122814
61528,145790
61529,157325
61530,136485
61531,136482
61532,127116
61533,158023
61534,135021
61535,114179
61536,112746
61537,162384
61538,130756
61539,159520
61540,118476
61541,154452
61542,137900
61543,111309
61544,133598
61545,150794
61546,96895
61547,163119
61548,147222
61549,90403
61550,142278
61551,137928
61552,137947
61553,139335
61554,119911
61555,110591
61556,149446
61557,91830
61558,152988
61559,132148
61560,156574
61561,178912
61562,132177
61563,147933
61564,140739
61565,140134
61566,156614
61567,123559
61568,168135
61569,168856
61570,106974
61571,163077
61572,113453
61573,106256
61574,135051
61575,121353
61576,167416
61577,168140
61578,147938
61579,163829
61580,153768
61581,116322
61582,138631
61583,147995
61584,98340
61585,169545
61586,147942
61587,140789
61588,126423
61589,121390
61590,155872
61591,109129
61592,112712
61593,90411
61594,96161
61595,93297
61596,178222
61597,182539
61598,117762
61599,163101
61600,98326
61601,152361
61602,157307
61603,99066
61604,104088
61605,137213
61606,119918
61607,160916
61608,130730
61609,156632
61610,169541
61611,150826
61612,96184
61613,156588
61614,154477
61615,95457
61616,130763
61617,158021
61618,157335
61619,155897
61620,156603
61621,158739
61622,127154
61623,152343
61624,101944
61625,151526
61626,151529
61627,158814
61628,141534
61629,145896
61630,96899
61631,105539
61632,117029
61633,158015
61634,168124
61635,134353
61636,148648
61637,94725
61638,117044
61639,109857
61640,106233
61641,145150
61642,142214
61643,158096
61644,117046
61645,171026
61646,153027
61647,154444
61648,129983
61649,125716
61650,122109
61651,148034
61652,129296
61653,140749
61654,157310
61655,140777
61656,134362
61657,151559
61658,157320
61659,155930
61660,139331
61661,153740
61662,155860
61663,129307
61664,153030
61665,143006
61666,151512
61667,139396
61668,142958
61669,151564
61670,96174
61671,148658
61672,117031
61673,158830
61674,153750
61675,150814
61676,164547
61677,153749
61678,176059
61679,93303
61680,156593
61681,149457
61682,173146
61683,155893
61684,161616
61685,146563
61686,167391
61687,90412
61688,90425
61689,171022
61690,180360
61691,93296
61692,130046
61693,147962
61694,162396
61695,147988
61696,133630
61697,142921
61698,145773
61699,89705
61700,148738
61701,147256
61702,140753
61703,135782
61704,167373
61705,155877
61706,108408
61707,143685
61708,169578
61709,158016
61710,147305
61711,88239
61712,94000
61713,166008
61714,103377
61715,102672
61716,124223
61717,166682
61718,84649
61719,145068
61720,137258
61721,89676
61722,140794
61723,172478
61724,144461
61725,99758
61726,127857
61727,148694
61728,85372
61729,99093
61730,163110
61731,157289
61732,152336
61733,115635
61734,130036
61735,159489
61736,133621
61737,111302
61738,159468
61739,176024
61740,159528
61741,129301
61742,160220
61743,145154
61744,149456
61745,102660
61746,122108
61747,172452
61748,137215
61749,170256
61750,165276
61751,165258
61752,137156
61753,136435
61754,89691
61755,165987
61756,155937
61757,165234
61758,169570
61759,182534
61760,116339
61761,91863
61762,170345
61763,151537
61764,145165
61765,153754
61766,149408
61767,161683
61768,140804
61769,154412
61770,173193
61771,174599
61772,167374
61773,127879
61774,140094
61775,137941
61776,135705
61777,161669
61778,119225
61779,109901
61780,141567
61781,136512
61782,160200
61783,99065
61784,149390
61785,109869
61786,142201
61787,153700
61788,147300
61789,117068
61790,167446
61791,137867
61792,170317
61793,113433
61794,124254
61795,104075
61796,105558
61797,94717
61798,182538
61799,125688
61800,98374
61801,154506
61802,81047
61803,158040
61804,115607
61805,158744
61806,147930
61807,118479
61808,96908
61809,153067
61810,98350
61811,159547
61812,151611
61813,136452
61814,160250
61815,115597
61816,150870
61817,145814
61818,162346
61819,124954
61820,160230
61821,130744
61822,127864
61823,137250
61824,101198
61825,121375
61826,160253
61827,164552
61828,147965
61829,100491
61830,130010
61831,100470
61832,127876
61833,158051
61834,148722
61835,132189
61836,158107
61837,159502
61838,148728
61839,137974
61840,122082
61841,140815
61842,96890
61843,114894
61844,106299
61845,172436
61846,139352
61847,150838
61848,174605
61849,158032
61850,135797
61851,142932
61852,137172
61853,161689
61854,150839
61855,173158
61856,156670
61857,106959
61858,144391
61859,114201
61860,80317
61861,156642
61862,92578
61863,137229
61864,177492
61865,159464
61866,168152
61867,117071
61868,143640
61869,104795
61870,150906
61871,109896
61872,163120
61873,148012
61874,109858
61875,181819
61876,135750
61877,144434
61878,163112
61879,85358
61880,84645
61881,148043
61882,131464
61883,165251
61884,124973
61885,95456
61886,141510
61887,88982
61888,151593
61889,148652
61890,146564
61891,112762
61892,127852
61893,174606
61894,160259
61895,153035
61896,84656
61897,130008
61898,149411
61899,172429
61900,102639
61901,106945
61902,95465
61903,150133
61904,112757
61905,156658
61906,132870
61907,162360
61908,158815
61909,104860
61910,90410
61911,143015
61912,155191
61913,167428
61914,132881
61915,181097
61916,161634
61917,101925
61918,160180
61919,153725
61920,171046
61921,116318
61922,140020
61923,110548
61924,176034
61925,145900
61926,153796
61927,143714
61928,148721
61929,166670
61930,158039
61931,86803
61932,109106
61933,169552
61934,107739
61935,104103
61936,152972
61937,168866
61938,141459
61939,142946
61940,153047
61941,140827
61942,140048
61943,128538
61944,138582
61945,144428
61946,101970
61947,159479
61948,159554
61949,112751
61950,90422
61951,108460
61952,153058
61953,140768
61954,158820
61955,137893
61956,142988
61957,115620
61958,147946
61959,89687
61960,117032
61961,149409
61962,104814
61963,130759
61964,88969
61965,125710
61966,109876
61967,109140
61968,139371
61969,103390
61970,91853
61971,140787
61972,117764
61973,144357
61974,153783
61975,103391
61976,160179
61977,148713
61978,148759
61979,101908
61980,104793
61981,164560
61982,126421
61983,94751
61984,135777
61985,102654
61986,156617
61987,176755
61988,176071
61989,117048
61990,161615
61991,145115
61992,175317
61993,123510
61994,135022
61995,145155
61996,145876
61997,132893
61998,135093
61999,145823
62000,122832
62001,122836
62002,127138
62003,149398
62004,160926
62005,127115
62006,101276
62007,143625
62008,141555
62009,91846
62010,154426
62011,183258
62012,86795
62013,141526
62014,160914
62015,148755
62016,169604
62017,110556
62018,155181
62019,145063
62020,144425
62021,140037
62022,96158
62023,118503
62024,117789
62025,127129
62026,144353
62027,124234
62028,127113
62029,175302
62030,173173
62031,140842
62032,138628
62033,115589
62034,162380
62035,114194
62036,158796
62037,168153
62038,100534
62039,145111
62040,150148
62041,100480
62042,169575
62043,113448
62044,145820
62045,150184
62046,111320
62047,169610
62048,158737
62049,142970
62050,150917
62051,145133
62052,178939
62053,161653
62054,109117
62055,86798
62056,107684
62057,167433
62058,142969
62059,147210
62060,170283
62061,181801
62062,137216
62063,122069
62064,176062
62065,127845
62066,134314
62067,119212
62068,83921
62069,176043
62070,141566
62071,101229
62072,158058
62073,159476
62074,144408
62075,81037
62076,83198
62077,122087
62078,135802
62079,100495
62080,145069
62081,153701
62082,155157
62083,144439
62084,130701
62085,153711
62086,142287
62087,176751
62088,137222
62089,119197
62090,159461
62091,170330
62092,153050
62093,95438
62094,89684
62095,166004
62096,109178
62097,174583
62098,97655
62099,150127
62100,165975
62101,145076
62102,125668
62103,134339
62104,133653
62105,125687
62106,151632
62107,119232
62108,172428
62109,145803
62110,84658
62111,163824
62112,138671
62113,140068
62114,109127
62115,165261
62116,149404
62117,148730
62118,111317
62119,171021
62120,147927
62121,148710
62122,105525
62123,109845
62124,174630
62125,110566
62126,161607
62127,97609
62128,129981
62129,151602
62130,129998
62131,142935
62132,124237
62133,142896
62134,132897
62135,131487
62136,177503
62137,112002
62138,140786
62139,158806
62140,140124
62141,107736
62142,145138
62143,137925
62144,143620
62145,142243
62146,143635
62147,109142
62148,140049
62149,100471
62150,175333
62151,126417
62152,127153
62153,147213
62154,157376
62155,83200
62156,151541
62157,101217
62158,147310
62159,150908
62160,144339
62161,123554
62162,95491
62163,155152
62164,93998
62165,152982
62166,101209
62167,141569
62168,170255
62169,123552
62170,154517
62171,105581
62172,153024
62173,147275
62174,92570
62175,83211
62176,98336
62177,150813
62178,156606
62179,110551
62180,103382
62181,106238
62182,166717
62183,101916
62184,147230
62185,156664
62186,134373
62187,94012
62188,147316
62189,102635
62190,88981
62191,169588
62192,111294
62193,122086
62194,105547
62195,93289
62196,144460
62197,145093
62198,160194
62199,135791
62200,108391
62201,132173
62202,121354
62203,145182
62204,112058
62205,160962
62206,165997
62207,88261
62208,130720
62209,159456
62210,173878
62211,139297
62212,94718
62213,136517
62214,155173
62215,160254
62216,102634
62217,153060
62218,139375
62219,110586
62220,179628
62221,137932
62222,162377
62223,152346
62224,175309
62225,143711
62226,137899
62227,174592
62228,158780
62229,165267
62230,158009
62231,162358
62232,146533
62233,135024
62234,156585
62235,153077
62236,123529
62237,172440
62238,153061
62239,143613
62240,86802
62241,94740
62242,167420
62243,130737
62244,97629
62245,158027
62246,101193
62247,149386
62248,174644
62249,160248
62250,109114
62251,154473
62252,169589
62253,170286
62254,129315
62255,94734
62256,155894
62257,104140
62258,153040
62259,94733
62260,147986
62261,163106
62262,116353
62263,118486
62264,137160
62265,80328
62266,155863
62267,96191
62268,132142
62269,122813
62270,164499
62271,163068
62272,167407
62273,150129
62274,142920
62275,106960
62276,119239
62277,155235
62278,179653
62279,119952
62280,151544
62281,143616
62282,103418
62283,165266
62284,143712
62285,160956
62286,156657
62287,160198
62288,147977
62289,163815
62290,147247
62291,140092
62292,154504
62293,148695
62294,177484
62295,152303
62296,113441
62297,168154
62298,134305
62299,133585
62300,156619
62301,144392
62302,113440
62303,143654
62304,127122
62305,161641
62306,180362
62307,161677
62308,101203
62309,159526
62310,132157
62311,108436
62312,103392
62313,84646
62314,163845
62315,145161
62316,135037
62317,109133
62318,150151
62319,148005
62320,150093
62321,89695
62322,99071
62323,90426
62324,160269
62325,176773
62326,122103
62327,135061
62328,147227
62329,172472
62330,137231
62331,131452
62332,173177
62333,141494
62334,99057
62335,139326
62336,99774
62337,91119
62338,149392
62339,162376
62340,148032
62341,160178
62342,146529
62343,137904
62344,142904
62345,176068
62346,91143
62347,101978
62348,123539
62349,158024
62350,143653
62351,143693
62352,96907
62353,143667
62354,97593
62355,142972
62356,103413
62357,104108
62358,83925
62359,137973
62360,129303
62361,150878
62362,125667
62363,122793
62364,124959
62365,171755
62366,147272
62367,132160
62368,137892
62369,147290
62370,144393
62371,180367
62372,148688
62373,150874
62374,109157
62375,116312
62376,133628
62377,148007
62378,89704
62379,162374
62380,163130
62381,146514
62382,168818
62383,178936
62384,112714
62385,87525
62386,146546
62387,171718
62388,109109
62389,108390
62390,133613
62391,151591
62392,148678
62393,121357
62394,155857
62395,137151
62396,170305
62397,170993
62398,137869
62399,96176
62400,158041
62401,150143
62402,162368
62403,155140
62404,183262
62405,142940
62406,124229
62407,170298
62408,140738
62409,143664
62410,129269
62411,158735
62412,139360
62413,158046
62414,148764
62415,137913
62416,87534
62417,126407
62418,172451
62419,102670
62420,139308
62421,154465
62422,121396
62423,108441
62424,172426
62425,159548
62426,140138
62427,119931
62428,140130
62429,127146
62430,145147
62431,155183
62432,139413
62433,141563
62434,132211
62435,168167
62436,114868
62437,173141
62438,87531
62439,131458
62440,112753
62441,150145
62442,100496
62443,137929
62444,112719
62445,126432
62446,150807
62447,158055
62448,132143
62449,119943
62450,156624
62451,111276
62452,101911
62453,124251
62454,92567
62455,140772
62456,105542
62457,95470
62458,162403
62459,178914
62460,142239
62461,127103
62462,143618
62463,135757
62464,114190
62465,175342
62466,102646
62467,153023
62468,182533
62469,144356
62470,93305
62471,177473
62472,137863
62473,142296
62474,86807
62475,133627
62476,142981
62477,160172
62478,126427
62479,99029
62480,171012
62481,182530
62482,126420
62483,160201
62484,146584
62485,130706
62486,163069
62487,168133
62488,174642
62489,129986
62490,130025
62491,99813
62492,145173
62493,142246
62494,183259
62495,145132
62496,130703
62497,81048
62498,131426
62499,165972
62500,150840
62501,171722
62502,142195
62503,163095
62504,167393
62505,140135
62506,155208
62507,154476
62508,145872
62509,118473
62510,104853
62511,107021
62512,110598
62513,142176
62514,147327
62515,175308
62516,96181
62517,129310
62518,151638
62519,94051
62520,102638
62521,166686
62522,160185
62523,155223
62524,142943
62525,145112
62526,147207
62527,138659
62528,117788
62529,141551
62530,135788
62531,135800
62532,81758
62533,155189
62534,153014
62535,137917
62536,163129
62537,113477
62538,169553
62539,154468
62540,106946
62541,152970
62542,168832
62543,145807
62544,131489
62545,125683
62546,137256
62547,152952
62548,135745
62549,155867
62550,168868
62551,129323
62552,91125
62553,151585
62554,177499
62555,113473
62556,150160
62557,158068
62558,147301
62559,152263
62560,178921
62561,152278
62562,121393
62563,91113
62564,178216
62565,92573
62566,106950
62567,101249
62568,139397
62569,91852
62570,122792
62571,117782
62572,143694
62573,144366
62574,172450
62575,132903
62576,155187
62577,86794
62578,87518
62579,156618
62580,158738
62581,103362
62582,154487
62583,172433
62584,172467
62585,149453
62586,145884
62587,148671
62588,125680
62589,113436
62590,117793
62591,87520
62592,137877
62593,141562
62594,122837
62595,113457
62596,122826
62597,156667
62598,107675
62599,153021
62600,167436
62601,145128
62602,153692
62603,153694
62604,161644
62605,93285
62606,140095
62607,163118
62608,181084
62609,125722
62610,91144
62611,172454
62612,106263
62613,140102
62614,134363
62615,145883
62616,132922
62617,142967
62618,179639
62619,116331
62620,128568
62621,154411
62622,139367
62623,130009
62624,163771
62625,133624
62626,178190
62627,164495
62628,101196
62629,142999
62630,164525
62631,139390
62632,181085
62633,128603
62634,146575
62635,168852
62636,130754
62637,100510
62638,141541
62639,159555
62640,121361
62641,123535
62642,129314
62643,115600
62644,96906
62645,138685
62646,149463
62647,112029
62648,97654
62649,173886
62650,88248
62651,158079
62652,107665
62653,137920
62654,158778
62655,154516
62656,145834
62657,145800
62658,147937
62659,132914
62660,125669
62661,138697
62662,168882
62663,147943
62664,120651
62665,150095
62666,156625
62667,148696
62668,146554
62669,150916
62670,100493
62671,150819
62672,176784
62673,112025
62674,143631
62675,92581
62676,158034
62677,176753
62678,112756
62679,135033
62680,129291
62681,150146
62682,123545
62683,126408
62684,155900
62685,164493
62686,140114
62687,96168
62688,137154
62689,113480
62690,111993
62691,153048
62692,88962
62693,133640
62694,87530
62695,83919
62696,121362
62697,127848
62698,172483
62699,150163
62700,81053
62701,155942
62702,127877
62703,130705
62704,109848
62705,130707
62706,132172
62707,133652
62708,139332
62709,105530
62710,113479
62711,123509
62712,86810
62713,125704
62714,102626
62715,128597
62716,96214
62717,140058
62718,97592
62719,101912
62720,96175
62721,164549
62722,143687
62723,157318
62724,116336
62725,107677
62726,178191
62727,134326
62728,147326
62729,129308
62730,86797
62731,178925
62732,147992
62733,151540
62734,117038
62735,133650
62736,120648
62737,112038
62738,145174
62739,121372
62740,143648
62741,157359
62742,108416
62743,102674
62744,152356
62745,162388
62746,140856
62747,142957
62748,97603
62749,142949
62750,151567
62751,104107
62752,153691
62753,167418
62754,139363
62755,166711
62756,135042
62757,142227
62758,124972
62759,163775
62760,152996
62761,152971
62762,116355
62763,138672
62764,93291
62765,137880
62766,124955
62767,99769
62768,159472
62769,101951
62770,141518
62771,102627
62772,103368
62773,174635
62774,80325
62775,160211
62776,100492
62777,90391
62778,84641
62779,163785
62780,166668
62781,145100
62782,147220
62783,143636
62784,161621
62785,153075
62786,181814
62787,103376
62788,180348
62789,159494
62790,132868
62791,169543
62792,155210
62793,127118
62794,96179
62795,135057
62796,138651
62797,129274
62798,104835
62799,110568
62800,122106
62801,182543
62802,150820
62803,133648
62804,115598
62805,140782
62806,163079
62807,127158
62808,110590
62809,130749
62810,158105
62811,139313
62812,146623
62813,132165
62814,103355
62815,115614
62816,122116
62817,150136
62818,140845
62819,127847
62820,119905
62821,142291
62822,163830
62823,98329
62824,146567
62825,93309
62826,155226
62827,96875
62828,140110
62829,142196
62830,121368
62831,165288
62832,151542
62833,176037
62834,142253
62835,150096
62836,84644
62837,150910
62838,83932
62839,155174
62840,143662
62841,155227
62842,150185
62843,136525
62844,150806
62845,122115
62846,161671
62847,165217
62848,156569
62849,126442
62850,156676
62851,135096
62852,175336
62853,161655
62854,101210
62855,132164
62856,181094
62857,122838
62858,125718
62859,130727
62860,107674
62861,151552
62862,118494
62863,155184
62864,132873
62865,102699
62866,152293
62867,145801
62868,144403
62869,125711
62870,152344
62871,119205
62872,135055
62873,122064
62874,155178
62875,146505
62876,107735
62877,162409
62878,152975
62879,153769
62880,121395
62881,99768
62882,140825
62883,171030
62884,106264
62885,162407
62886,135752
62887,112711
62888,106258
62889,149438
62890,103394
62891,88983
62892,116358
62893,153708
62894,125697
62895,140760
62896,146525
62897,98376
62898,143716
62899,160181
62900,137255
62901,148041
62902,98324
62903,99755
62904,152981
62905,146555
62906,112008
62907,124991
62908,156613
62909,106243
62910,163050
62911,119914
62912,170988
62913,148009
62914,127870
62915,142295
62916,166724
62917,167375
62918,144369
62919,131470
62920,133642
62921,153713
62922,88973
62923,151606
62924,140758
62925,151566
62926,91132
62927,150169
62928,167430
62929,112723
62930,119221
62931,150920
62932,153064
62933,129984
62934,164531
62935,149431
62936,151619
62937,96898
62938,168122
62939,111340
62940,146574
62941,119906
62942,166679
62943,135795
62944,136494
62945,143663
62946,158042
62947,154418
62948,176065
62949,152999
62950,153049
62951,140763
62952,83204
62953,98338
62954,97649
62955,94026
62956,130708
62957,120655
62958,96152
62959,123538
62960,158740
62961,142294
62962,160958
62963,146511
62964,134335
62965,119957
62966,168815
62967,171769
62968,104839
62969,171028
62970,134350
62971,154445
62972,137257
62973,92584
62974,81040
62975,145058
62976,117765
62977,135019
62978,163867
62979,181158
62980,176879
62981,161703
62982,168924
62983,166036
62984,173973
62985,180446
62986,165334
62987,151657
62988,166781
62989,161004
62990,161029
62991,150213
62992,163851
62993,173956
62994,157433
62995,178276
62996,176846
62997,188342
62998,174676
62999,162451
63000,181882
63001,154524
63002,158144
63003,189079
63004,150935
63005,157427
63006,166731
63007,171798
